,song_data,audio_feature,albums,artists
2N60WF6VFmogY1jbbGNZ9G,"{'id': '2N60WF6VFmogY1jbbGNZ9G', 'duration_ms': 205766, 'name': 'One and Done', 'popularity': 45}","{'danceability': 0.646, 'energy': 0.586, 'loudness': -7.69, 'speechiness': 0.0455, 'acousticness': 0.139, 'instrumentalness': 0, 'liveness': 0.146, 'valence': 0.187, 'tempo': 140.007}","{'id': '78ZIwVQBzYdrUN9dpvr3cn', 'name': 'LeakOut', 'release_date': '2022-12-27'}","{'id': '7GuUYiGZOzQwq4L6gAfy1T', 'name': 'SahBabii'}"
3dnNDWgB0FAgjy9K1rSTKn,"{'id': '3dnNDWgB0FAgjy9K1rSTKn', 'duration_ms': 131213, 'name': 'Opera', 'popularity': 64}","{'danceability': 0.675, 'energy': 0.527, 'loudness': -7.433, 'speechiness': 0.249, 'acousticness': 0.0243, 'instrumentalness': 0, 'liveness': 0.546, 'valence': 0.212, 'tempo': 150.149}","{'id': '7tQTgLGf0WBLtbfWzS96IO', 'name': 'D Phoenix', 'release_date': '2018-10-12'}","{'id': '6FqXAd1hQl7vVdIQ3hhtgc', 'name': 'D. Savage'}"
3vF6JeSyCHaCAjDuO2h3zr,"{'id': '3vF6JeSyCHaCAjDuO2h3zr', 'duration_ms': 134265, 'name': 'Kome On', 'popularity': 59}","{'danceability': 0.619, 'energy': 0.518, 'loudness': -9.843, 'speechiness': 0.0914, 'acousticness': 0.0462, 'instrumentalness': 0.000155, 'liveness': 0.139, 'valence': 0.329, 'tempo': 143.068}","{'id': '6lPdueChRz2BL6Tuz3fkMs', 'name': 'Mafia Musik', 'release_date': '2023-02-17'}","{'id': '6FqXAd1hQl7vVdIQ3hhtgc', 'name': 'D. Savage'}"
504JCx3dJov6Fi5083r4Hb,"{'id': '504JCx3dJov6Fi5083r4Hb', 'duration_ms': 142426, 'name': 'Bet', 'popularity': 62}","{'danceability': 0.544, 'energy': 0.526, 'loudness': -10.254, 'speechiness': 0.0556, 'acousticness': 0.249, 'instrumentalness': 0.847, 'liveness': 0.142, 'valence': 0.359, 'tempo': 140.061}","{'id': '5gHs4xLkr2g66PRNsvSh83', 'name': 'BPL', 'release_date': '2021-11-12'}","{'id': '6FqXAd1hQl7vVdIQ3hhtgc', 'name': 'D. Savage'}"
13E2LxjLkusP9TqbSTGTIz,"{'id': '13E2LxjLkusP9TqbSTGTIz', 'duration_ms': 150000, 'name': 'How Does It Feel', 'popularity': 60}","{'danceability': 0.79, 'energy': 0.634, 'loudness': -7.017, 'speechiness': 0.394, 'acousticness': 0.112, 'instrumentalness': 0, 'liveness': 0.146, 'valence': 0.357, 'tempo': 120.164}","{'id': '310icj3HzkUjXnJeFK3uDU', 'name': 'How Does It Feel', 'release_date': '2020-10-23'}","{'id': '6FqXAd1hQl7vVdIQ3hhtgc', 'name': 'D. Savage'}"
1BBwECyBZklj6svVFlIi3m,"{'id': '1BBwECyBZklj6svVFlIi3m', 'duration_ms': 128919, 'name': 'One Kall', 'popularity': 60}","{'danceability': 0.741, 'energy': 0.56, 'loudness': -10.064, 'speechiness': 0.498, 'acousticness': 0.154, 'instrumentalness': 0, 'liveness': 0.104, 'valence': 0.157, 'tempo': 85.04}","{'id': '5gHs4xLkr2g66PRNsvSh83', 'name': 'BPL', 'release_date': '2021-11-12'}","{'id': '6FqXAd1hQl7vVdIQ3hhtgc', 'name': 'D. Savage'}"
4lEvpNn9S7x3ikIeY3oJSB,"{'id': '4lEvpNn9S7x3ikIeY3oJSB', 'duration_ms': 214925, 'name': 'Pill', 'popularity': 57}","{'danceability': 0.624, 'energy': 0.338, 'loudness': -12.908, 'speechiness': 0.189, 'acousticness': 0.0859, 'instrumentalness': 0, 'liveness': 0.108, 'valence': 0.273, 'tempo': 134.059}","{'id': '41BsLcLpwzyZAAt4B0YbYB', 'name': 'Trust No One', 'release_date': '2019-07-26'}","{'id': '6FqXAd1hQl7vVdIQ3hhtgc', 'name': 'D. Savage'}"
4lay3Vtg4Y2m1ftaNNC72r,"{'id': '4lay3Vtg4Y2m1ftaNNC72r', 'duration_ms': 142213, 'name': 'I Know', 'popularity': 57}","{'danceability': 0.618, 'energy': 0.775, 'loudness': -5.425, 'speechiness': 0.231, 'acousticness': 0.0765, 'instrumentalness': 0, 'liveness': 0.107, 'valence': 0.52, 'tempo': 150.654}","{'id': '5ZcabBrUFEdNpu1Gz6ma1a', 'name': 'I Know', 'release_date': '2017-09-15'}","{'id': '6FqXAd1hQl7vVdIQ3hhtgc', 'name': 'D. Savage'}"
3CS9KbKRetHgdl2t1aXIey,"{'id': '3CS9KbKRetHgdl2t1aXIey', 'duration_ms': 147410, 'name': 'Dirty Dan', 'popularity': 54}","{'danceability': 0.695, 'energy': 0.606, 'loudness': -7.963, 'speechiness': 0.22, 'acousticness': 0.156, 'instrumentalness': 0, 'liveness': 0.0914, 'valence': 0.452, 'tempo': 150.059}","{'id': '6lPdueChRz2BL6Tuz3fkMs', 'name': 'Mafia Musik', 'release_date': '2023-02-17'}","{'id': '6FqXAd1hQl7vVdIQ3hhtgc', 'name': 'D. Savage'}"
538clZVStl56OfpM9JkhwX,"{'id': '538clZVStl56OfpM9JkhwX', 'duration_ms': 252986, 'name': ""Don't U Change"", 'popularity': 53}","{'danceability': 0.72, 'energy': 0.568, 'loudness': -9.645, 'speechiness': 0.138, 'acousticness': 0.724, 'instrumentalness': 0, 'liveness': 0.361, 'valence': 0.451, 'tempo': 119.987}","{'id': '5gHs4xLkr2g66PRNsvSh83', 'name': 'BPL', 'release_date': '2021-11-12'}","{'id': '6FqXAd1hQl7vVdIQ3hhtgc', 'name': 'D. Savage'}"
5nsONhPleVdQCTe0Ldoedp,"{'id': '5nsONhPleVdQCTe0Ldoedp', 'duration_ms': 143396, 'name': 'Klosure', 'popularity': 51}","{'danceability': 0.374, 'energy': 0.714, 'loudness': -7.996, 'speechiness': 0.161, 'acousticness': 0.0871, 'instrumentalness': 0.000135, 'liveness': 0.174, 'valence': 0.489, 'tempo': 105.891}","{'id': '6lPdueChRz2BL6Tuz3fkMs', 'name': 'Mafia Musik', 'release_date': '2023-02-17'}","{'id': '6FqXAd1hQl7vVdIQ3hhtgc', 'name': 'D. Savage'}"
51rXHuKN8Loc4sUlKPODgH,"{'id': '51rXHuKN8Loc4sUlKPODgH', 'duration_ms': 229670, 'name': ""King's Dead (with Kendrick Lamar, Future & James Blake)"", 'popularity': 72}","{'danceability': 0.645, 'energy': 0.705, 'loudness': -5.008, 'speechiness': 0.299, 'acousticness': 0.000813, 'instrumentalness': 0, 'liveness': 0.128, 'valence': 0.376, 'tempo': 137.133}","{'id': '1NXM5lF9YB7a3f1e4R48oH', 'name': ""King's Dead (with Kendrick Lamar, Future & James Blake)"", 'release_date': '2018-01-12'}","{'id': '28ExwzUQsvgJooOI0X1mr3', 'name': 'Jay Rock'}"
0gV5B7zmJkS1aaH9APokrH,"{'id': '0gV5B7zmJkS1aaH9APokrH', 'duration_ms': 175213, 'name': 'Wow Freestyle (feat. Kendrick Lamar)', 'popularity': 70}","{'danceability': 0.782, 'energy': 0.633, 'loudness': -4.644, 'speechiness': 0.341, 'acousticness': 0.0355, 'instrumentalness': 0, 'liveness': 0.0615, 'valence': 0.749, 'tempo': 150.055}","{'id': '4IAMLhL37kMrpByavj25Ne', 'name': 'Redemption', 'release_date': '2018-06-15'}","{'id': '28ExwzUQsvgJooOI0X1mr3', 'name': 'Jay Rock'}"
6i6cWTCYBOKEdJnWjzm2yk,"{'id': '6i6cWTCYBOKEdJnWjzm2yk', 'duration_ms': 245466, 'name': 'Hood Gone Love It (feat. Kendrick Lamar)', 'popularity': 65}","{'danceability': 0.61, 'energy': 0.856, 'loudness': -3.974, 'speechiness': 0.325, 'acousticness': 0.0879, 'instrumentalness': 0, 'liveness': 0.289, 'valence': 0.67, 'tempo': 91.77}","{'id': '6bPbKuFNW6Vausf1PExvd9', 'name': 'Follow Me Home', 'release_date': '2011-07-26'}","{'id': '28ExwzUQsvgJooOI0X1mr3', 'name': 'Jay Rock'}"
69WMdZSqdQwFgLVpbMsZ2J,"{'id': '69WMdZSqdQwFgLVpbMsZ2J', 'duration_ms': 215226, 'name': 'WIN', 'popularity': 63}","{'danceability': 0.879, 'energy': 0.595, 'loudness': -2.936, 'speechiness': 0.0889, 'acousticness': 0.0152, 'instrumentalness': 0, 'liveness': 0.391, 'valence': 0.355, 'tempo': 125.994}","{'id': '4IAMLhL37kMrpByavj25Ne', 'name': 'Redemption', 'release_date': '2018-06-15'}","{'id': '28ExwzUQsvgJooOI0X1mr3', 'name': 'Jay Rock'}"
0QLuexVmR2wgNsekPKbv6c,"{'id': '0QLuexVmR2wgNsekPKbv6c', 'duration_ms': 323120, 'name': 'OSOM (feat. J. Cole)', 'popularity': 58}","{'danceability': 0.749, 'energy': 0.674, 'loudness': -6.756, 'speechiness': 0.229, 'acousticness': 0.406, 'instrumentalness': 0, 'liveness': 0.296, 'valence': 0.396, 'tempo': 124.917}","{'id': '4IAMLhL37kMrpByavj25Ne', 'name': 'Redemption', 'release_date': '2018-06-15'}","{'id': '28ExwzUQsvgJooOI0X1mr3', 'name': 'Jay Rock'}"
2YaOQzBkhejBu5d4CyGsfS,"{'id': '2YaOQzBkhejBu5d4CyGsfS', 'duration_ms': 199960, 'name': 'Tap Out (feat. Jeremih)', 'popularity': 57}","{'danceability': 0.676, 'energy': 0.62, 'loudness': -6.343, 'speechiness': 0.0562, 'acousticness': 0.105, 'instrumentalness': 0, 'liveness': 0.211, 'valence': 0.607, 'tempo': 100.06}","{'id': '4IAMLhL37kMrpByavj25Ne', 'name': 'Redemption', 'release_date': '2018-06-15'}","{'id': '28ExwzUQsvgJooOI0X1mr3', 'name': 'Jay Rock'}"
3thNB1fmi1wuhJ1vWCRuNz,"{'id': '3thNB1fmi1wuhJ1vWCRuNz', 'duration_ms': 211613, 'name': 'Redemption (feat. SZA)', 'popularity': 55}","{'danceability': 0.659, 'energy': 0.83, 'loudness': -5.288, 'speechiness': 0.286, 'acousticness': 0.0907, 'instrumentalness': 0, 'liveness': 0.133, 'valence': 0.332, 'tempo': 144.017}","{'id': '4IAMLhL37kMrpByavj25Ne', 'name': 'Redemption', 'release_date': '2018-06-15'}","{'id': '28ExwzUQsvgJooOI0X1mr3', 'name': 'Jay Rock'}"
2SIdGJTWirTxRNEyCp9ocI,"{'id': '2SIdGJTWirTxRNEyCp9ocI', 'duration_ms': 283751, 'name': 'Vice City (feat. Black Hippy)', 'popularity': 53}","{'danceability': 0.844, 'energy': 0.553, 'loudness': -7.284, 'speechiness': 0.356, 'acousticness': 0.156, 'instrumentalness': 1.32e-06, 'liveness': 0.0816, 'valence': 0.511, 'tempo': 114.939}","{'id': '1fsvlnonD95p6VTEdQ7zJn', 'name': '90059', 'release_date': '2015-09-11'}","{'id': '28ExwzUQsvgJooOI0X1mr3', 'name': 'Jay Rock'}"
2Y7gsy3svMkJb1iaSvAgyv,"{'id': '2Y7gsy3svMkJb1iaSvAgyv', 'duration_ms': 395613, 'name': 'Money Trees', 'popularity': 36}","{'danceability': 0.749, 'energy': 0.539, 'loudness': -8.785, 'speechiness': 0.208, 'acousticness': 0.0794, 'instrumentalness': 0, 'liveness': 0.233, 'valence': 0.345, 'tempo': 140.846}","{'id': '7ql2A3kwa0MUy2vH2nMf6d', 'name': 'Black Hippy 2', 'release_date': '2014-09-15'}","{'id': '0g9vAlRPK9Gt3FKCekk4TW', 'name': 'Ab-Soul'}"
5YZpdsmpazPtBHFbGN8mon,"{'id': '5YZpdsmpazPtBHFbGN8mon', 'duration_ms': 226666, 'name': 'True Story (feat. Jay Rock & Jay Worthy)', 'popularity': 51}","{'danceability': 0.787, 'energy': 0.616, 'loudness': -9.433, 'speechiness': 0.153, 'acousticness': 0.0142, 'instrumentalness': 0, 'liveness': 0.104, 'valence': 0.313, 'tempo': 84.964}","{'id': '6TQ8nqw43uUOWu7Yqp58ko', 'name': 'The House Is Burning', 'release_date': '2021-07-30'}","{'id': '28ExwzUQsvgJooOI0X1mr3', 'name': 'Jay Rock'}"
5fEB6ZmVkg63GZg9qO86jh,"{'id': '5fEB6ZmVkg63GZg9qO86jh', 'duration_ms': 99213, 'name': 'Break from Toronto', 'popularity': 85}","{'danceability': 0.595, 'energy': 0.678, 'loudness': -5.18, 'speechiness': 0.0335, 'acousticness': 0.0199, 'instrumentalness': 0.00389, 'liveness': 0.418, 'valence': 0.259, 'tempo': 117.067}","{'id': '1q4B7r3dzzwkarZ1B9bk9e', 'name': 'PARTYNEXTDOOR', 'release_date': '2013-07-01'}","{'id': '2HPaUgqeutzr3jx5a9WyDV', 'name': 'PARTYNEXTDOOR'}"
3JEJwjqLkg2Jbau5922CAb,"{'id': '3JEJwjqLkg2Jbau5922CAb', 'duration_ms': 216630, 'name': 'Her Way', 'popularity': 78}","{'danceability': 0.542, 'energy': 0.487, 'loudness': -9.53, 'speechiness': 0.0286, 'acousticness': 0.0544, 'instrumentalness': 0.000885, 'liveness': 0.0872, 'valence': 0.119, 'tempo': 111.307}","{'id': '1xwhNJCfTwuRia7Cpo7IbJ', 'name': 'PARTYNEXTDOOR TWO', 'release_date': '2014-07-29'}","{'id': '2HPaUgqeutzr3jx5a9WyDV', 'name': 'PARTYNEXTDOOR'}"
5c3luoCub1Z1Gg74NdNtuq,"{'id': '5c3luoCub1Z1Gg74NdNtuq', 'duration_ms': 98023, 'name': 'Belong to the City', 'popularity': 77}","{'danceability': 0.582, 'energy': 0.482, 'loudness': -9.813, 'speechiness': 0.0479, 'acousticness': 0.709, 'instrumentalness': 0.00138, 'liveness': 0.129, 'valence': 0.193, 'tempo': 88.198}","{'id': '1xwhNJCfTwuRia7Cpo7IbJ', 'name': 'PARTYNEXTDOOR TWO', 'release_date': '2014-07-29'}","{'id': '2HPaUgqeutzr3jx5a9WyDV', 'name': 'PARTYNEXTDOOR'}"
6cEguiQecbXrFlsnMi2ysr,"{'id': '6cEguiQecbXrFlsnMi2ysr', 'duration_ms': 235477, 'name': 'Come and See Me (feat. Drake)', 'popularity': 75}","{'danceability': 0.77, 'energy': 0.347, 'loudness': -10.265, 'speechiness': 0.0623, 'acousticness': 0.0511, 'instrumentalness': 2.57e-06, 'liveness': 0.087, 'valence': 0.0583, 'tempo': 84.957}","{'id': '2veXxRriGPw4fFBZQNNMfQ', 'name': 'PARTYNEXTDOOR 3 (P3)', 'release_date': '2016-08-12'}","{'id': '2HPaUgqeutzr3jx5a9WyDV', 'name': 'PARTYNEXTDOOR'}"
0T7dLau2Ccr9CbeXtOB4vU,"{'id': '0T7dLau2Ccr9CbeXtOB4vU', 'duration_ms': 182164, 'name': 'Her Way (Sped Up)', 'popularity': 74}","{'danceability': 0.459, 'energy': 0.521, 'loudness': -9.426, 'speechiness': 0.0342, 'acousticness': 0.0541, 'instrumentalness': 0.00396, 'liveness': 0.104, 'valence': 0.122, 'tempo': 132.163}","{'id': '1uYvJPQzUytNlcAIHSQPI0', 'name': 'Her Way (Sped Up)', 'release_date': '2014-07-29'}","{'id': '2HPaUgqeutzr3jx5a9WyDV', 'name': 'PARTYNEXTDOOR'}"
1DMYEiuAgz1OKvANXiNFrN,"{'id': '1DMYEiuAgz1OKvANXiNFrN', 'duration_ms': 311197, 'name': 'Recognize (feat. Drake)', 'popularity': 72}","{'danceability': 0.644, 'energy': 0.541, 'loudness': -5.801, 'speechiness': 0.0426, 'acousticness': 0.0102, 'instrumentalness': 0, 'liveness': 0.102, 'valence': 0.165, 'tempo': 119.513}","{'id': '1xwhNJCfTwuRia7Cpo7IbJ', 'name': 'PARTYNEXTDOOR TWO', 'release_date': '2014-07-29'}","{'id': '2HPaUgqeutzr3jx5a9WyDV', 'name': 'PARTYNEXTDOOR'}"
6WHZvtFnceMMv08gUCHR0y,"{'id': '6WHZvtFnceMMv08gUCHR0y', 'duration_ms': 183219, 'name': 'BELIEVE IT', 'popularity': 71}","{'danceability': 0.431, 'energy': 0.7, 'loudness': -5.35, 'speechiness': 0.265, 'acousticness': 0.0901, 'instrumentalness': 0, 'liveness': 0.216, 'valence': 0.73, 'tempo': 157.871}","{'id': '7z20vHCSgu68lplj1Q976a', 'name': 'PARTYMOBILE', 'release_date': '2020-03-27'}","{'id': '2HPaUgqeutzr3jx5a9WyDV', 'name': 'PARTYNEXTDOOR'}"
2SWbnWSe1onmbllRAU46uo,"{'id': '2SWbnWSe1onmbllRAU46uo', 'duration_ms': 174306, 'name': 'PERSIAN RUGS', 'popularity': 71}","{'danceability': 0.768, 'energy': 0.428, 'loudness': -8.156, 'speechiness': 0.0459, 'acousticness': 0.0489, 'instrumentalness': 0.000491, 'liveness': 0.105, 'valence': 0.147, 'tempo': 110.478}","{'id': '1ZJpGFHYQSTDTIk6bzo5sh', 'name': 'PARTYPACK', 'release_date': '2020-10-16'}","{'id': '2HPaUgqeutzr3jx5a9WyDV', 'name': 'PARTYNEXTDOOR'}"
43IMaycr34ZR5kS8mlL5hH,"{'id': '43IMaycr34ZR5kS8mlL5hH', 'duration_ms': 205733, 'name': 'Just Might (with PARTYNEXTDOOR)', 'popularity': 71}","{'danceability': 0.69, 'energy': 0.377, 'loudness': -7.907, 'speechiness': 0.0793, 'acousticness': 0.672, 'instrumentalness': 1.06e-06, 'liveness': 0.106, 'valence': 0.18, 'tempo': 104.924}","{'id': '1qgJNWnPIeK9rx7hF8JCPK', 'name': 'Over It', 'release_date': '2019-10-04'}","{'id': '2HPaUgqeutzr3jx5a9WyDV', 'name': 'PARTYNEXTDOOR'}"
60bywx3HsAZQnTkD9BRuQK,"{'id': '60bywx3HsAZQnTkD9BRuQK', 'duration_ms': 165314, 'name': 'Thinking with My Dick (feat. Juicy J)', 'popularity': 47}","{'danceability': 0.77, 'energy': 0.678, 'loudness': -7.35, 'speechiness': 0.183, 'acousticness': 0.056, 'instrumentalness': 1.66e-05, 'liveness': 0.167, 'valence': 0.695, 'tempo': 81.028}","{'id': '5ob4kF4KkXFDqC5ysCdCV8', 'name': 'Khaza', 'release_date': '2022-06-17'}","{'id': '5gCRApTajqwbnHHPbr2Fpi', 'name': 'Juicy J'}"
7zBQRGpYImAdIZc97FNj3V,"{'id': '7zBQRGpYImAdIZc97FNj3V', 'duration_ms': 206566, 'name': 'Shell Shocked (feat. Kill the Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""', 'popularity': 66}","{'danceability': 0.596, 'energy': 0.815, 'loudness': -5.668, 'speechiness': 0.0755, 'acousticness': 0.0111, 'instrumentalness': 0, 'liveness': 0.174, 'valence': 0.459, 'tempo': 165.015}","{'id': '1wJ0LO5PnMZDTrWR2C7qQ8', 'name': 'Shell Shocked (feat. Kill the Noise & Madsonik) [From ""Teenage Mutant Ninja Turtles""]', 'release_date': '2014-07-22'}","{'id': '5gCRApTajqwbnHHPbr2Fpi', 'name': 'Juicy J'}"
7EZPH9Px3gXlxD5KJDwtwc,"{'id': '7EZPH9Px3gXlxD5KJDwtwc', 'duration_ms': 278826, 'name': ""Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz)"", 'popularity': 64}","{'danceability': 0.871, 'energy': 0.743, 'loudness': -5.442, 'speechiness': 0.277, 'acousticness': 0.00212, 'instrumentalness': 0, 'liveness': 0.141, 'valence': 0.576, 'tempo': 130.977}","{'id': '7h1ut6IUbndKY7QrqcbAND', 'name': 'Stay Trippy', 'release_date': '2013-08-23'}","{'id': '5gCRApTajqwbnHHPbr2Fpi', 'name': 'Juicy J'}"
4HKzkYqVR83rLzB6yxDzgm,"{'id': '4HKzkYqVR83rLzB6yxDzgm', 'duration_ms': 122218, 'name': 'No Man', 'popularity': 64}","{'danceability': 0.928, 'energy': 0.803, 'loudness': -5.715, 'speechiness': 0.308, 'acousticness': 0.153, 'instrumentalness': 0, 'liveness': 0.773, 'valence': 0.766, 'tempo': 148.061}","{'id': '0n3k7ldAO73nGqiVZJUoZt', 'name': 'Mental Trillness', 'release_date': '2023-03-31'}","{'id': '5gCRApTajqwbnHHPbr2Fpi', 'name': 'Juicy J'}"
5IdzhiIoGFVOkSKHyglOta,"{'id': '5IdzhiIoGFVOkSKHyglOta', 'duration_ms': 275921, 'name': 'Black and Yellow (feat. Juicy J, Snoop Dogg & T-Pain) - G-Mix [G-Mix]', 'popularity': 60}","{'danceability': 0.697, 'energy': 0.827, 'loudness': -4.623, 'speechiness': 0.0683, 'acousticness': 0.0313, 'instrumentalness': 0, 'liveness': 0.292, 'valence': 0.769, 'tempo': 164.116}","{'id': '22rKa9MG4cHIRxvL1Vbs0q', 'name': 'Rolling Papers (Deluxe 10 Year Anniversary Edition)', 'release_date': '2021-03-26'}","{'id': '5gCRApTajqwbnHHPbr2Fpi', 'name': 'Juicy J'}"
67qn3OtziLlpOtVZ22EiQ4,"{'id': '67qn3OtziLlpOtVZ22EiQ4', 'duration_ms': 257826, 'name': 'Smoke A Nigga (feat. Wiz Khalifa)', 'popularity': 60}","{'danceability': 0.825, 'energy': 0.636, 'loudness': -6.417, 'speechiness': 0.221, 'acousticness': 0.0574, 'instrumentalness': 0, 'liveness': 0.249, 'valence': 0.147, 'tempo': 150.009}","{'id': '7h1ut6IUbndKY7QrqcbAND', 'name': 'Stay Trippy', 'release_date': '2013-08-23'}","{'id': '5gCRApTajqwbnHHPbr2Fpi', 'name': 'Juicy J'}"
6I4tqXElEnqdoPHp34Co21,"{'id': '6I4tqXElEnqdoPHp34Co21', 'duration_ms': 237996, 'name': 'Payback', 'popularity': 49}","{'danceability': 0.7, 'energy': 0.824, 'loudness': -6.029, 'speechiness': 0.0772, 'acousticness': 0.173, 'instrumentalness': 0, 'liveness': 0.105, 'valence': 0.763, 'tempo': 91.979}","{'id': '1P5sQFtzMBpwwMhAzv6xUk', 'name': 'Payback', 'release_date': '2015-03-03'}","{'id': '5gCRApTajqwbnHHPbr2Fpi', 'name': 'Juicy J'}"
5HmhfuQOiPFowUEjN6ytZk,"{'id': '5HmhfuQOiPFowUEjN6ytZk', 'duration_ms': 195346, 'name': ""Ain't Nothing (feat. Wiz Khalifa & Ty Dolla $ign)"", 'popularity': 58}","{'danceability': 0.769, 'energy': 0.601, 'loudness': -8.402, 'speechiness': 0.171, 'acousticness': 0.0031, 'instrumentalness': 0, 'liveness': 0.272, 'valence': 0.448, 'tempo': 168.996}","{'id': '6Jcm9JP8Bq9sOXtOc0iIXS', 'name': 'Rubba Band Business', 'release_date': '2017-12-08'}","{'id': '5gCRApTajqwbnHHPbr2Fpi', 'name': 'Juicy J'}"
3N5oiETJEStSB71TjTFkWV,"{'id': '3N5oiETJEStSB71TjTFkWV', 'duration_ms': 260560, 'name': 'Bounce It (feat. Wale & Trey Songz)', 'popularity': 57}","{'danceability': 0.785, 'energy': 0.572, 'loudness': -9.383, 'speechiness': 0.0859, 'acousticness': 0.00811, 'instrumentalness': 0, 'liveness': 0.111, 'valence': 0.477, 'tempo': 140.032}","{'id': '7h1ut6IUbndKY7QrqcbAND', 'name': 'Stay Trippy', 'release_date': '2013-08-23'}","{'id': '5gCRApTajqwbnHHPbr2Fpi', 'name': 'Juicy J'}"
7FET9gtiECWn7llt0sfvtU,"{'id': '7FET9gtiECWn7llt0sfvtU', 'duration_ms': 209500, 'name': 'CAREFUL', 'popularity': 77}","{'danceability': 0.834, 'energy': 0.834, 'loudness': -4.035, 'speechiness': 0.0591, 'acousticness': 0.0671, 'instrumentalness': 0, 'liveness': 0.373, 'valence': 0.344, 'tempo': 130.024}","{'id': '6zaisPwfcIAfdUGPj3mmGY', 'name': 'HOPE', 'release_date': '2023-04-07'}","{'id': '0huGjMyP507tBCARyzSkrv', 'name': 'Cordae'}"
6clDsO8HwhHEgJDDp88VdL,"{'id': '6clDsO8HwhHEgJDDp88VdL', 'duration_ms': 152371, 'name': 'Two Tens (feat. Anderson .Paak)', 'popularity': 74}","{'danceability': 0.603, 'energy': 0.546, 'loudness': -7.525, 'speechiness': 0.35, 'acousticness': 0.194, 'instrumentalness': 2.68e-06, 'liveness': 0.0783, 'valence': 0.667, 'tempo': 87.99}","{'id': '32iVvfIYkmugGRxcTlzYjr', 'name': 'Two Tens (feat. Anderson .Paak)', 'release_date': '2023-01-25'}","{'id': '0huGjMyP507tBCARyzSkrv', 'name': 'Cordae'}"
5lw8Mgb4LyhriPIC86gV6e,"{'id': '5lw8Mgb4LyhriPIC86gV6e', 'duration_ms': 175827, 'name': 'RNP (feat. Anderson .Paak)', 'popularity': 69}","{'danceability': 0.611, 'energy': 0.714, 'loudness': -4.696, 'speechiness': 0.856, 'acousticness': 0.184, 'instrumentalness': 0, 'liveness': 0.145, 'valence': 0.628, 'tempo': 196.043}","{'id': '6Pb7PMZtW0fuEM1lCGvCDu', 'name': 'The Lost Boy', 'release_date': '2019-07-26'}","{'id': '0huGjMyP507tBCARyzSkrv', 'name': 'Cordae'}"
7zl7kehxesNEo2pYkKXTSe,"{'id': '7zl7kehxesNEo2pYkKXTSe', 'duration_ms': 236665, 'name': 'Killer (feat. Jack Harlow & Cordae) - Remix', 'popularity': 67}","{'danceability': 0.924, 'energy': 0.73, 'loudness': -6.125, 'speechiness': 0.274, 'acousticness': 0.0525, 'instrumentalness': 0, 'liveness': 0.113, 'valence': 0.848, 'tempo': 99.01}","{'id': '0H1ASykMKIX8PYfqxbxBar', 'name': 'Killer (feat. Jack Harlow & Cordae) [Remix]', 'release_date': '2021-05-28'}","{'id': '0huGjMyP507tBCARyzSkrv', 'name': 'Cordae'}"
3sjtQ07ptlPzw2N4YmGW3S,"{'id': '3sjtQ07ptlPzw2N4YmGW3S', 'duration_ms': 177553, 'name': 'Super', 'popularity': 67}","{'danceability': 0.899, 'energy': 0.695, 'loudness': -4.749, 'speechiness': 0.346, 'acousticness': 0.113, 'instrumentalness': 0, 'liveness': 0.112, 'valence': 0.394, 'tempo': 139.027}","{'id': '3N3alcn9EvmanafUt70Vxh', 'name': 'From a Birds Eye View', 'release_date': '2022-01-14'}","{'id': '0huGjMyP507tBCARyzSkrv', 'name': 'Cordae'}"
5aUJonYqwhmvgNlWQdH6P1,"{'id': '5aUJonYqwhmvgNlWQdH6P1', 'duration_ms': 129751, 'name': 'So With That', 'popularity': 66}","{'danceability': 0.462, 'energy': 0.809, 'loudness': -6.668, 'speechiness': 0.326, 'acousticness': 0.214, 'instrumentalness': 0, 'liveness': 0.47, 'valence': 0.598, 'tempo': 76.826}","{'id': '79v3fsCuDJoEfpMJc6G7fI', 'name': 'Unacceptable', 'release_date': '2022-08-11'}","{'id': '0huGjMyP507tBCARyzSkrv', 'name': 'Cordae'}"
6oOJL3xj8zRz6URS0SwlXC,"{'id': '6oOJL3xj8zRz6URS0SwlXC', 'duration_ms': 212076, 'name': 'Chronicles (feat. H.E.R. & Lil Durk)', 'popularity': 63}","{'danceability': 0.678, 'energy': 0.527, 'loudness': -9.038, 'speechiness': 0.301, 'acousticness': 0.3, 'instrumentalness': 0, 'liveness': 0.119, 'valence': 0.583, 'tempo': 76.847}","{'id': '3N3alcn9EvmanafUt70Vxh', 'name': 'From a Birds Eye View', 'release_date': '2022-01-14'}","{'id': '0huGjMyP507tBCARyzSkrv', 'name': 'Cordae'}"
3VaVbw7jWanceGLG0qBCnL,"{'id': '3VaVbw7jWanceGLG0qBCnL', 'duration_ms': 200490, 'name': 'Kung Fu', 'popularity': 57}","{'danceability': 0.863, 'energy': 0.602, 'loudness': -6.381, 'speechiness': 0.184, 'acousticness': 0.031, 'instrumentalness': 0, 'liveness': 0.115, 'valence': 0.336, 'tempo': 124.936}","{'id': '1HRKATqSi5qy1ZI0v1Jxdx', 'name': 'Kung Fu', 'release_date': '2018-07-13'}","{'id': '0huGjMyP507tBCARyzSkrv', 'name': 'Cordae'}"
